name,link,price (PLN),country,region,appellation,vineyard,vintage,volume (liters),alcohol (%),serving temperature (C),color,kind,taste,style,medals,wegan,natural,punctation,grapes
Tokaji Furmint Mandolas Oremus,https://www.wina.pl/wina-biale-wytrawne/2590-tokaji-furmint-mandolas-oremus.html,177.0,Węgry,Tokaj (Tokay-Hegyalja),Tokaji,Oremus,2019.0,0.75,,9,białe,,wytrawne,średnie,,False,False,,Furmint
Tokaji Sargamuskotaly Semi Sweet / Feledes Hollokoi Mihaly,https://www.wina.pl/wina-biale-polslodkie/2909-tokaji-sargamuskotaly-semi-sweet-feledes-hollokoi-mihaly.html,63.0,Węgry,Tokaj (Tokay-Hegyalja),Tokaji,Hollokoi Mihaly,2019.0,0.75,12.0,12,białe,,półsłodkie,średnie,,False,False,,Sárgamuskotály
Tokaji Sargamuskotaly Szaraz Hollokoi Mihaly,https://www.wina.pl/wina-biale-wytrawne/2827-tokaji-sargamuskotaly-szaraz-hollokoi-mihaly.html,55.0,Węgry,Tokaj (Tokay-Hegyalja),Tokaji,Hollokoi Mihaly,2018.0,0.75,15.5,12,białe,,wytrawne,średnie,,False,False,,Sárgamuskotály
Tokaji Szamorodni Hollokoi Mihaly,https://www.wina.pl/biale/1787-tokaji-szamorodni-hollokoi-mihaly-.html,69.0,Węgry,Tokaj (Tokay-Hegyalja),Tokaji,Hollokoi Mihaly,2017.0,0.5,13.0,12,białe,,słodkie,pełne,,False,False,,Furmint
"Torrevento ""Ottagono""Castel del Monte Nero di Troia Riserva DOCG",https://www.wina.pl/czerwone/2479-torrevento-ottagonocastel-del-monte-nero-di-troia-riserva-docg.html,181.0,Włochy,Apulia,Castel del Monte DOCG,Torrevento,2015.0,,,,czerwone,,wytrawne,pełne,,False,False,,Nero di Troia
"Torrevento ""Vigna Pedale"" Nero di Troia Riserva Castel del Monte DOC",https://www.wina.pl/wina-czerwone-wytrawne/2481-torrevento-vigna-pedale-nero-di-troia-riserva-castel-del-monte-doc.html,132.0,Włochy,Apulia,Castel del Monte DOCG,Torrevento,2015.0,0.75,,,czerwone,,wytrawne,pełne,,False,False,,Nero di Troia
Torrevento Bolonero Rosso Castel del Monte DOC,https://www.wina.pl/czerwone/2482-torrevento-bolonero-rosso-castel-del-monte-doc.html,76.0,Włochy,Apulia,Castel del Monte DOC,Torrevento,2019.0,,,,czerwone,,wytrawne,pełne,,False,False,,"Nero di Troia, Aglianico"
Tradition La Ciboise Luberon Rouge AOP Chapoutier,https://www.wina.pl/wina-czerwone-wytrawne/2685-tradition-la-ciboise-luberon-rouge-aop-chapoutier.html,57.0,Francja,Dolina Rodanu,Luberon AOP,Maison Michel Chapoutier,2021.0,0.75,13.0,16,czerwone,,wytrawne,,,False,False,,"Grenache, Shiraz / Syrah"
Traversa Cabernet Franc Montevideo,https://www.wina.pl/wina-czerwone-wytrawne/3632-traversa-cabernet-franc-montevideo.html,39.0,Urugwaj,Montevideo,,,2020.0,0.75,12.5,16-18,czerwone,,wytrawne,średnie,,False,False,,Cabernet Franc
Traversa Noble Alianza Cabernet Franc-Tannat-Marselán Canelones,https://www.wina.pl/wina-czerwone-wytrawne/3627-traversa-noble-alianza-cabernet-franc-tannat-marselan-canelones.html,54.0,Urugwaj,Canelones,,,2020.0,0.75,13.5,16-18,czerwone,,wytrawne,średnie,,False,False,,"Cabernet Franc, Marselán, Tannat"
Traversa Noble Alianza Marselán-Tannat-Merlot Canelones,https://www.wina.pl/wina-czerwone-wytrawne/3628-traversa-noble-alianza-marselan-tannat-merlot-canelones.html,53.0,Urugwaj,Canelones,,,2020.0,0.75,13.5,16-18,czerwone,,wytrawne,średnie,,False,False,,"Merlot, Marselán, Tannat"
Traversa Tannat Montevideo,https://www.wina.pl/wina-czerwone-wytrawne/3629-traversa-tannat-montevideo.html,42.0,Urugwaj,Montevideo,,,2020.0,0.75,12.5,16-18,czerwone,,wytrawne,średnie,,False,False,,Tannat
Traversa Viña Salort Cabernet Sauvignon Reserva Canelones,https://www.wina.pl/wina-czerwone-wytrawne/3631-traversa-vina-salort-cabernet-sauvignon-reserva-canelones.html,73.0,Urugwaj,Canelones,,,2020.0,0.75,13.5,16-18,czerwone,,wytrawne,pełne,,False,False,,Cabernet Sauvignon
Traversa Viña Salort Tannat Reserva Canelones,https://www.wina.pl/wina-czerwone-wytrawne/3630-traversa-vina-salort-tannat-reserva-canelones.html,73.0,Urugwaj,Canelones,,,2018.0,0.75,13.5,16-18,czerwone,,wytrawne,pełne,,False,False,,Tannat
Tre Ripe Verdicchio Castelli di Jesi DOC Classico Superiore Pievalta,https://www.wina.pl/wina-biale-wytrawne/2980-tre-ripe-verdicchio-castelli-di-jesi-doc-classico-superiore-pievalta.html,89.0,Włochy,Marchia,Verdicchio dei Castelli di Jesi DOC Classico Superiore,,2021.0,0.75,12.5,12,białe,,wytrawne,średnie,,False,False,,Verdicchio
Trebez Bianco Dario Princic,https://www.wina.pl/naturalne/2694-trebez-bianco-dario-princic.html,239.0,Włochy,Friuli,Venezia Gulia IGT,Princic Dario,2014.0,0.75,13.0,14,białe,,wytrawne,średnie,,True,True,,"Sauvignon Blanc, Pinot Gris, Chardonnay"
Tricollis Cuvee Red Apátsági Pannonhalmi,https://www.wina.pl/wina-czerwone-wytrawne/1029-tricollis-cuvee-red-apatsagi-pannonhalmi.html,75.0,Węgry,Pannonhalma,,Apátsági Pannonhalmi,2018.0,0.75,14.0,17,czerwone,,wytrawne,średnie,,False,False,,Cabernet Franc
"Trinchero ""Nobius"" Nebbiolo",https://www.wina.pl/wina-czerwone-wytrawne/3122-trinchero-nobius-nebbiolo-.html,199.0,Włochy,Piemont,,,2016.0,0.75,14.0,16-18,czerwone,,wytrawne,średnie,,False,True,,Nebbiolo
"Trinchero ""Runchet"" Freisa d'Asti DOC",https://www.wina.pl/wina-czerwone-wytrawne/3121-trinchero-runchet-freisa-d-asti-doc.html,175.0,Włochy,Piemont,Freisa d’Asti DOC,,2017.0,0.75,14.0,16-18,czerwone,,wytrawne,średnie,,False,True,,Freisa
"Trinchero ""Terra del Noce"" Barbera d'Asti Superiore DOCG",https://www.wina.pl/wina-czerwone-wytrawne/3117-trinchero-terra-del-noce-barbera-d-asti-superiore-docg.html,137.0,Włochy,Piemont,Barbera D Asti DOC,,2016.0,0.75,14.0,16-18,czerwone,,wytrawne,średnie,,False,True,,Barbera
"Trinchero ""Vigna del Noce"" Barbera d'Asti Superiore DOCG",https://www.wina.pl/wina-czerwone-wytrawne/3120-trinchero-vigna-del-noce-barbera-d-asti-superiore-docg.html,218.0,Włochy,Piemont,Barbera D Asti DOC,,2016.0,0.75,14.5,18,czerwone,,wytrawne,średnie,,False,True,,Barbera
Two Hands Angels’Share Shiraz McLaren Vale,https://www.wina.pl/wina-czerwone-wytrawne/2483-two-hands-angelsshare-shiraz-mclaren-vale.html,143.0,Australia,McLaren Vale,,Two Hands,2020.0,0.75,,,czerwone,,wytrawne,pełne,,False,False,,Shiraz
Two Hands Bella`s Garden Shiraz Barossa Valley,https://www.wina.pl/wina-czerwone-wytrawne/2484-two-hands-bellas-garden-shiraz-barossa-valley.html,289.0,Australia,Barossa Valley,,Two Hands,2018.0,0.75,14.0,,czerwone,,wytrawne,pełne,,False,False,93.0,Shiraz
Two Hands Daves’s Block Shiraz McLaren Vale,https://www.wina.pl/wina-czerwone-wytrawne/2485-two-hands-davess-block-shiraz-mclaren-vale.html,439.0,Australia,McLaren Vale,,Two Hands,2019.0,0.75,,,czerwone,,wytrawne,pełne,,False,False,,Shiraz
Two Hands Gnarly Dudes Shiraz Barossa Valley,https://www.wina.pl/wina-czerwone-wytrawne/2486-two-hands-gnarly-dudes-shiraz-barossa-valley.html,151.0,Australia,Barossa Valley,,Two Hands,2021.0,0.75,14.5,,czerwone,,wytrawne,pełne,,False,False,,Shiraz
Two Hands Holly Grail Shiraz Barossa Valley,https://www.wina.pl/wina-czerwone-wytrawne/2487-two-hands-holly-grail-shiraz-barossa-valley.html,477.0,Australia,Barossa Valley,,Two Hands,2016.0,0.75,,,czerwone,,wytrawne,pełne,,False,False,,Shiraz
Two Hands Sexy Beast Cabernet Sauvignon McLaren Vale,https://www.wina.pl/wina-czerwone-wytrawne/2488-two-hands-sexy-beast-cabernet-sauvignon-mclaren-vale.html,149.0,Australia,McLaren Vale,,Two Hands,2022.0,0.75,14.1,,czerwone,,wytrawne,pełne,,False,False,91.0,Cabernet Sauvignon
Two Hands The Boy Riesling Clare Valley,https://www.wina.pl/wina-biale-wytrawne/3078-two-hands-the-boy-riesling-clare-valley.html,143.0,Australia,Clare Valley,,Two Hands,2021.0,0.75,12.5,,białe,,wytrawne,średnie,,False,False,,Riesling
Val d'Oca Ocabianca Frizzante Secco Colli Trevigiani IGT,https://www.wina.pl/wina-musujace/3520-val-d-oca-ocabianca-frizzante-secco-colli-trevigiani-igt.html,49.0,Włochy,Veneto,Colli Trevigiani IGT,,,0.75,11.5,8,,musujące,wytrawne,lekkie,,True,False,,Prosecco
Val d'Oca Prosecco Extra Dry Treviso DOC Magnum,https://www.wina.pl/wina-musujace/3518-val-d-oca-prosecco-extra-dry-treviso-doc-magnum.html,169.0,Włochy,Veneto,Prosecco Treviso DOC,,,1.5,11.5,8,,musujące,półwytrawne,lekkie,,True,False,,Prosecco
Val d'Oca Prosecco Nero Brut Superiore Valdobiadene DOCG NV,https://www.wina.pl/wina-musujace/3515-val-d-oca-prosecco-nero-brut-superiore-valdobiadene-docg.html,99.0,Włochy,Veneto,Valdobbiadene Prosecco Superiore DOCG,,,0.75,11.5,8,,musujące,wytrawne,średnie,,True,False,,Prosecco
Val d'Oca Prosecco Rose Millesimato Extra Dry,https://www.wina.pl/wina-musujace/3514-val-d-oca-prosecco-rose-millesimato-extra-dry.html,69.0,Włochy,Veneto,Prosecco Treviso DOC,,2020.0,0.75,11.5,8,,musujące,wytrawne,średnie,,False,False,,"Prosecco, Pinot Noir"
Val d'Oca Rive Di Santo Stefano Prosecco Superiore Valdobiadene DOCG NV,https://www.wina.pl/wina-musujace/3516-val-d-oca-rive-di-santo-stefano-prosecco-superiore-valdobiadene-docg.html,103.0,Włochy,Veneto,Valdobbiadene Prosecco Superiore DOCG,,,0.75,11.5,8,,musujące,wytrawne,średnie,"Decanter Silver, IWC Silver",False,False,90.0,Prosecco
Vall Llach Embruix,https://www.wina.pl/wina-czerwone-wytrawne/2549-vall-llach-embruix.html,202.0,Hiszpania,Katalonia,Priorat DOQ,Viticultors del Priorat,2019.0,0.75,15.0,17,czerwone,,wytrawne,pełne,,False,False,,Cabernet Sauvignon
Valli Unite Alessandrino VdT,https://www.wina.pl/naturalne/3397-valli-unite-alessandrino-vdt.html,89.0,Włochy,Piemont,Vino da Tavola (VdT),,2021.0,0.75,13.0,10-12,czerwone,,wytrawne,średnie,,True,True,,"Dolcetto, Barbera, Croatina"
Valli Unite Diogene Dolcetto Colli Tortonesi DOC,https://www.wina.pl/naturalne/3398-valli-unite-diogene-dolcetto-colli-tortonesi-doc.html,99.0,Włochy,Piemont,Colli Tortonesi DOC,,2020.0,0.75,13.0,16,czerwone,,wytrawne,średnie,,True,True,,Dolcetto
Valli Unite Il Brut & The Beast Pet-Nat,https://www.wina.pl/naturalne/3393-valli-unite-il-brut-the-beast-pet-nat.html,125.0,Włochy,Piemont,,,2022.0,0.75,12.0,10-12,,musujące,wytrawne,lekkie,,True,True,,"Cortese, Malvasia di Candia Aromatica"
Valli Unite Il Rosé & The Beast Pet-Nat,https://www.wina.pl/naturalne/3394-valli-unite-il-rose-the-beast-pet-nat.html,109.0,Włochy,Piemont,,,,0.75,12.0,10-12,,musujące,wytrawne,lekkie,,True,True,,"Barbera, Cortese, Moscato, Dolcetto, Malvasia di Candia Aromatica"
Valli Unite Rosatea Pet-Nat,https://www.wina.pl/naturalne/3395-valli-unite-rosatea-pet-nat.html,119.0,Włochy,Piemont,,,2021.0,0.75,12.0,10-12,,musujące,wytrawne,lekkie,,True,True,,"Barbera, Moscato, Malvasia Bianca"
Valli Unite San Vito Timorasso Colli Tortonesi DOC,https://www.wina.pl/naturalne/3396-valli-unite-san-vito-timorasso-colli-tortonesi-doc.html,135.0,Włochy,Piemont,Colli Tortonesi DOC,,2016.0,0.75,14.5,10-12,białe,,wytrawne,pełne,,True,True,,Timorasso
Vega Sicilia Alión Ribera del Duero DO,https://www.wina.pl/czerwone/3303-vega-sicilia-alion-ribera-del-duero-do.html,642.0,Hiszpania,Ribera del Duero,Ribera del Duero DO,,2018.0,0.75,15.0,16-18,czerwone,,wytrawne,pełne,,False,False,95.333336,Tempranillo
Velenosi Lacrima di Morro d'Alba DOC,https://www.wina.pl/czerwone/3243-velenosi-lacrima-di-morro-d-alba-doc.html,71.0,Włochy,Marchia,Lacrima di Morro d'Alba DOC,,2021.0,0.75,13.5,7,czerwone,,wytrawne,średnie,,False,False,,Lacrima di Morro
Velenosi Rosso Piceno DOC,https://www.wina.pl/czerwone/3244-velenosi-rosso-piceno-doc.html,53.0,Włochy,Marchia,Rosso Piceno DOC,,2020.0,0.75,13.5,12-14,czerwone,,wytrawne,średnie,,False,False,,"Sangiovese, Montepulciano"
Velenosi Verdicchio dei Castelli di Jesi DOC,https://www.wina.pl/biale/3241-velenosi-verdicchio-dei-castelli-di-jesi-doc.html,66.0,Włochy,Marchia,Verdicchio dei Castelli di Jesi DOC Classico Superiore,,2021.0,0.75,13.5,10-12,białe,,wytrawne,średnie,,False,False,,Verdicchio
Velenosi Villa Angela Chardonnay Marche IGT,https://www.wina.pl/biale/3242-velenosi-villa-angela-chardonnay-marche-igt.html,66.0,Włochy,Marchia,Marche IGT,,2021.0,0.75,13.5,7,białe,,wytrawne,średnie,,False,False,,Verdicchio
Verdegar Vinho Verde DOC,https://www.wina.pl/wina-biale-polwytrawne/4175-verdegar-vinho-verde-doc.html,29.9,Portugalia,Minho - Vinho Verde,Vinho Verde DOC,Verdegar,,0.75,9.5,10,białe,,półwytrawne,lekkie,,False,False,,"Arinto, Azal Branco, Loureiro, Trajadura"
Vertente Niepoort,https://www.wina.pl/wina-czerwone-wytrawne/2539-vertente-niepoort.html,125.0,Portugalia,Douro,Douro DOC,Niepoort,2019.0,0.75,13.0,17,czerwone,,wytrawne,średnie,,True,False,,"Touriga Nacional, Tinta Amarela"
Victoria Ordóñez La Pasajera DO Rueda,https://www.wina.pl/organiczne/4006-victoria-ordonez-la-pasajera-do-rueda.html,75.0,Hiszpania,Kastylia (Castilla y Leon),Rueda DO,,2021.0,0.75,13.0,10,białe,,wytrawne,średnie,,False,True,,Verdejo
Victoria Ordóñez Zetian Old Vines Tempranillo Ecológico VdT Castilla,https://www.wina.pl/organiczne/3997-victoria-ordonez-zetian-old-vines-tempranillo-ecologico-vdt-castilla.html,57.0,Hiszpania,Kastylia-La Mancha,Vino de la Tierra,,2020.0,0.75,13.0,14,czerwone,,wytrawne,średnie,,False,True,,Tempranillo
Vida Organica Malbec,https://www.wina.pl/wina-czerwone-wytrawne/334-vida-organica-malbec.html,69.0,Argentyna,Mendoza,,Familia Zuccardi,2021.0,0.75,13.0,16,czerwone,,wytrawne,średnie,,False,True,,Malbec
Vida Organica Torrontes,https://www.wina.pl/wina-biale-wytrawne/335-vida-organica-torrontes.html,69.0,Argentyna,Mendoza,,Familia Zuccardi,2019.0,0.75,14.5,11,białe,,wytrawne,średnie,,True,True,,Torrontes
Vidigal 3 Autores Lisboa VR,https://www.wina.pl/wina-czerwone-wytrawne/3845-vidigal-3-autores-lisboa-vr.html,49.0,Portugalia,Lizbona,Vinho Regional Lisboa,,2019.0,0.75,13.0,16-18,czerwone,,wytrawne,średnie,,False,False,,"Castelao, Cabernet Sauvignon, Aragonez"
Vidigal Boa Noite Lisboa! Lisboa VR,https://www.wina.pl/wina-czerwone-wytrawne/3846-vidigal-boa-noite-lisboa-lisboa-vr.html,59.0,Portugalia,Lizbona,Vinho Regional Lisboa,,2018.0,0.75,14.0,16-18,czerwone,,wytrawne,średnie,,False,False,,"Syrah, Touriga Nacional"
Vidigal Porta 6 Branco Lisboa VR,https://www.wina.pl/wina-biale-wytrawne/3844-vidigal-porta-6-branco-lisboa-vr.html,44.0,Portugalia,Lizbona,Vinho Verde DOC,,2021.0,0.75,12.5,7,białe,,wytrawne,średnie,,False,False,,"Chardonnay, Viosinho, Viognier, Arinto"
Vidigal Porta 6 Vinho Verde DOC,https://www.wina.pl/wina-biale-wytrawne/3843-vidigal-porta-6-vinho-verde-doc.html,39.0,Portugalia,Lizbona,Vinho Verde DOC,,2022.0,0.75,9.5,8,białe,,wytrawne,lekkie,,False,False,,"Arinto, Loureiro, Trajadura"
Vidigal Reserva dos Amigos Lisboa VR,https://www.wina.pl/wina-czerwone-wytrawne/3842-vidigal-reserva-dos-amigos-lisboa-vr.html,85.0,Portugalia,Lizbona,Vinho Regional Lisboa,,2018.0,0.75,13.0,16-18,czerwone,,wytrawne,średnie,,False,False,,"Aragonez, Castelao, Tinta Miúda"
Vie di Romans Dessimis Pinot Grigio Friuli Isonzo DOC,https://www.wina.pl/wina-biale-wytrawne/2491-vie-di-romans-dessimis-pinot-grigio-friuli-isonzo-doc.html,233.0,Włochy,Friuli,Friuli Isonzo DOC,Vie di Romans,2021.0,,,,białe,,wytrawne,pełne,,False,False,,
Vie di Romans Dolée Friuliano Friuli Isonzo DOC,https://www.wina.pl/wina-biale-wytrawne/2492-vie-di-romans-dolee-friuliano-friuli-isonzo-doc.html,205.0,Włochy,Friuli,Friuli Isonzo DOC,Vie di Romans,2018.0,0.75,14.0,,białe,,wytrawne,średnie,,False,False,,Tokai Friulano
Vie di Romans Piere Sauvignon Blanc Friuli Isonzo DOC,https://www.wina.pl/wina-biale-wytrawne/2494-vie-di-romans-piere-sauvignon-blanc-friuli-isonzo-doc.html,185.0,Włochy,Friuli,Isonzo DOC,Vie di Romans,2018.0,0.75,,,białe,,wytrawne,średnie,,False,False,,Sauvignon Blanc
Vignerons de Mancey Bourgogne Chardonnay AOC (BVV),https://www.wina.pl/biale/3216-vignerons-de-mancey-bourgogne-chardonnay-aoc-bvv.html,111.0,Francja,Burgundia,Bourgogne AOC,,2020.0,0.75,12.5,12,białe,,wytrawne,średnie,,False,False,,Chardonnay
Vignerons de Mancey Les Classiques Mâcon Villages AOC (BVV),https://www.wina.pl/biale/3215-vignerons-de-mancey-les-classiques-macon-villages-aoc-bvv.html,89.0,Francja,Burgundia,Mâcon Villages AOC,,2018.0,0.75,12.5,12,białe,,wytrawne,średnie,,False,False,,Chardonnay
Vigneti Canosini Tufarello Nero di Troia Puglia IGT,https://www.wina.pl/wina-czerwone-wytrawne/2495-vigneti-canosini-tufarello-nero-di-troia-puglia-igt.html,57.0,Włochy,Apulia,,Vigneti Canosini,2019.0,0.75,,,czerwone,,wytrawne,średnie,,False,False,,Nero di Troia
Vigneti del Vulture Piano Del Cerro Aglianico Del Vulture DOC,https://www.wina.pl/wina-czerwone-wytrawne/2496-vigneti-del-vulture-piano-del-cerro-aglianico-del-vulture-doc.html,132.0,Włochy,Bazylikata,Aglianico del Vulture DOC,Vigneti del Vulture,2019.0,0.75,,,czerwone,,wytrawne,pełne,,False,False,,Aglianico
Vigneti del Vulture Pipoli Aglianico Del Vulture DOC,https://www.wina.pl/wina-czerwone-wytrawne/2497-vigneti-del-vulture-pipoli-aglianico-del-vulture-doc.html,58.0,Włochy,Bazylikata,Aglianico del Vulture DOC,Vigneti del Vulture,2020.0,0.75,,,czerwone,,wytrawne,średnie,,False,False,,Aglianico
Vigneti del Vulture Pipoli Bianco Basilicata IGT,https://www.wina.pl/wina-biale-wytrawne/2498-vigneti-del-vulture-pipoli-bianco-basilicata-igt.html,51.0,Włochy,Bazylikata,,Vigneti del Vulture,2022.0,0.75,13.0,,białe,,wytrawne,lekkie,,False,False,,"Fiano, Greco"
Vigneti del Vulture Pipoli Zero Aglianico del Vulture DOC,https://www.wina.pl/wina-czerwone-wytrawne/2499-vigneti-del-vulture-pipoli-zero-aglianico-del-vulture-doc.html,69.0,Włochy,Bazylikata,,Vigneti del Vulture,2018.0,0.75,,18,czerwone,,wytrawne,średnie,,False,False,,Aglianico
Vigneti del Vulture Sensuale Moscato Basilicata IGP,https://www.wina.pl/wina-biale-polslodkie/2500-vigneti-del-vulture-sensuale-moscato-basilicata-igp.html,59.0,Włochy,Bazylikata,,Vigneti del Vulture,2022.0,0.75,10.0,,białe,,półsłodkie,pełne,,False,False,,Moscato
Vigneti Massa Derthona Piemonte,https://www.wina.pl/naturalne/4508-vigneti-massa-derthona-piemonte.html,179.0,Włochy,Piemont,,,2021.0,0.75,14.0,10,białe,,wytrawne,pełne,,False,True,,Timorasso
Vigneti Massa Montecitorio Colli Tortonesi DOC,https://www.wina.pl/naturalne/4509-vigneti-massa-montecitorio-colli-tortonesi-doc.html,369.0,Włochy,Piemont,Colli Tortonesi DOC,,2021.0,0.75,14.0,10,białe,,wytrawne,pełne,,False,True,,Timorasso
Vigneti Massa Piccolo Derthona Piemonte,https://www.wina.pl/naturalne/4507-vigneti-massa-piccolo-derthona-piemonte.html,119.0,Włochy,Piemont,,,2022.0,0.75,12.5,8-10,białe,,wytrawne,średnie,,False,True,,Timorasso
Vigneti Zabu Vanita Nero d'Avola Sicilia IGT BIO Cantine Cellaro,https://www.wina.pl/weganskie/3267-vigneti-zabu-vanita-nero-d-avola-sicilia-igt-bio-cantine-cellaro.html,80.0,Włochy,Sycylia,Sicilia IGT,,2021.0,0.75,13.0,16,czerwone,,wytrawne,pełne,,True,True,,Nero d'Avola
Vigneti Zanatta Fieli Carignano Isola del Nuraghi IGT,https://www.wina.pl/wina-czerwone-wytrawne/3836-vigneti-zanatta-fieli-carignano-isola-del-nuraghi-igt.html,79.0,Włochy,Sardynia,Isola dei Nuraghi IGT,,2020.0,0.75,13.5,16-18,czerwone,,wytrawne,pełne,,False,False,,Carignano/Carignan
Vigneti Zanatta Le Saline Vermentino Di Gallura Superiore DOCG,https://www.wina.pl/wina-biale-wytrawne/3830-vigneti-zanatta-le-saline-vermentino-di-gallura-superiore-docg.html,159.0,Włochy,Sardynia,Vermentino Di Gallura Superiore DOCG,,2020.0,0.75,14.0,10-12,białe,,wytrawne,pełne,,False,False,,Vermentino
Vigneti Zanatta Orion Vermentino Di Sardegna DOC,https://www.wina.pl/wina-biale-wytrawne/3831-vigneti-zanatta-orion-vermentino-di-sardegna-doc.html,65.0,Włochy,Sardynia,Vermentino Di Gallura Superiore DOCG,,2021.0,0.75,12.5,8,białe,,wytrawne,średnie,,False,False,,Vermentino
Vigneti Zanatta Renadoro Vermentino Di Gallura DOCG,https://www.wina.pl/wina-biale-wytrawne/3835-vigneti-zanatta-renadoro-vermentino-di-gallura-docg.html,79.0,Włochy,Sardynia,Vermentino di Gallura DOCG,,2021.0,0.75,13.5,8,białe,,wytrawne,średnie,,False,False,,Vermentino
Vigneti Zanatta Salana Cannonau Di Sardegna DOC,https://www.wina.pl/wina-czerwone-wytrawne/3834-vigneti-zanatta-salana-cannonau-di-sardegna-doc.html,79.0,Włochy,Sardynia,Cannonau di Sardegna DOC,,2020.0,0.75,14.5,16-18,czerwone,,wytrawne,pełne,,False,False,,Cannonau
Vigneti Zanatta Tararà Cannonau Di Sardegna DOC,https://www.wina.pl/wina-czerwone-wytrawne/3833-vigneti-zanatta-tarara-cannonau-di-sardegna-doc.html,147.0,Włochy,Sardynia,Cannonau di Sardegna DOC,,2017.0,0.75,14.5,16-18,czerwone,,wytrawne,pełne,,False,False,,Cannonau
Vigneto Bucerchiale Chianti Rufina DOCG Riserva Fattoria Selvapiana,https://www.wina.pl/wina-czerwone-wytrawne/1669-vigneto-bucerchiale-chianti-rufina-docg-riserva-fattoria-selvapiana.html,199.0,Włochy,Toskania,Chianti Rufina DOCG,Fattoria Selvapiana,2013.0,0.75,14.5,16-18,czerwone,,wytrawne,pełne,,False,False,,Sangiovese
Vignoble Réveille Carpe IGP Côtes Catalanes,https://www.wina.pl/naturalne/4097-vignoble-reveille-carpe-igp-cotes-catalanes.html,129.0,Francja,Roussillon,IGP Côtes Catalanes,,2021.0,0.75,12.5,8-10,białe,,wytrawne,średnie,,True,True,,"Grenache Gris, Marsanne"
Vignoble Réveille Franc Tireur IGP Côtes Catalanes,https://www.wina.pl/naturalne/4098-vignoble-reveille-franc-tireur-igp-cotes-catalanes.html,155.0,Francja,Roussillon,IGP Côtes Catalanes,,2021.0,0.75,13.0,8-10,czerwone,,wytrawne,średnie,,True,True,,Carignan
Vignoble Réveille Herbes Folles IGP Côtes Catalanes,https://www.wina.pl/naturalne/4099-vignoble-reveille-herbes-folles-igp-cotes-catalanes.html,99.0,Francja,Roussillon,IGP Côtes Catalanes,,2020.0,0.75,12.5,8-10,różowe,,wytrawne,średnie,,True,True,,Syrah
VIK 'A' Cabernet Sauvignon Valle de Cachapoal DO,https://www.wina.pl/wina-czerwone-wytrawne/4166-vik-a-cabernet-sauvignon-valle-de-cachapoal-do.html,179.0,Chile,Cachapoal,Valle de Cachapoal DO,,2020.0,0.75,14.0,16,czerwone,,wytrawne,pełne,,False,True,,Cabernet Sauvignon
VIK 'Vik' Valle de Cachapoal DO,https://www.wina.pl/wina-czerwone-wytrawne/4164-vik-vik-valle-de-cachapoal-do.html,859.0,Chile,Cachapoal,Valle de Cachapoal DO,,2017.0,0.75,14.5,16,czerwone,,wytrawne,pełne,,False,True,96.0,"Cabernet Sauvignon, Cabernet Franc"
VIK La Piu Belle Valle de Cachapoal DO,https://www.wina.pl/wina-czerwone-wytrawne/4167-vik-la-piu-belle-valle-de-cachapoal-do.html,499.0,Chile,Cachapoal,Valle de Cachapoal DO,,2018.0,0.75,14.5,15,czerwone,,wytrawne,pełne,,False,True,,"Cabernet Sauvignon, Carmenere, Merlot, Syrah"
VIK Milla Cala Valle de Cachapoal DO,https://www.wina.pl/wina-czerwone-wytrawne/4165-vik-milla-cala-valle-de-cachapoal-do.html,269.0,Chile,Cachapoal,Valle de Cachapoal DO,,2019.0,0.75,14.5,16,czerwone,,wytrawne,pełne,,False,True,94.0,"Cabernet Sauvignon, Carmenere, Syrah, Merlot, Cabernet Franc"
Villa Antinori Bianco IGT Toscana,https://www.wina.pl/wina-biale-wytrawne/4510-villa-antinori-bianco-igt-toscana.html,96.0,Włochy,Toskania,Toscana IGT,,2022.0,0.75,12.0,8-10,białe,,wytrawne,średnie,,False,False,,"Pinot Bianco, Trebbiano, Malvasia Bianca, Pinot Grigio"
Villa Antinori Rosso IGT Toscana,https://www.wina.pl/wina-czerwone-wytrawne/4511-villa-antinori-rosso-igt-toscana.html,142.0,Włochy,Toskania,Toscana IGT,,2020.0,0.75,13.5,15,czerwone,,wytrawne,średnie,,False,False,,"Cabernet Sauvignon, Syrah, Sangiovese, Merlot"
Villa Diana Montepulciano d`Abruzzo DOC,https://www.wina.pl/wina-czerwone-wytrawne/2316-villa-diana-montepulciano-dabruzzo-doc.html,44.0,Włochy,Abruzja,Montepulciano d Abruzzo DOC,Feudo Antico,2022.0,0.75,,,czerwone,,wytrawne,,,False,False,,Montepulciano
Villa Diana Trebbiano d`Abruzzo DOC,https://www.wina.pl/wina-biale-wytrawne/2317-villa-diana-trebbiano-dabruzzo-doc.html,44.0,Włochy,Abruzja,Trebbiano D’Abruzzo DOC,Feudo Antico,2021.0,0.75,12.5,,białe,,wytrawne,,,False,False,,Trebbiano
Villa Dria Cleuf de Sol Côtes de Gascogne IGP,https://www.wina.pl/wina-czerwone-wytrawne/3841-villa-dria-cleuf-de-sol-cotes-de-gascogne-igp.html,49.0,Francja,Francja Południowo-Zachodnia,Côtes de Gascogne IGP,,2021.0,0.75,11.5,16-18,czerwone,,wytrawne,średnie,,False,False,,"Merlot, Cabernet Sauvignon"
